t_uid,mr_id,tstamp,anomalous,expected,max,min,value
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:00:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4341
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:05:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6211
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:20:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.39
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:25:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.5461
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:30:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5305
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:45:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.722125
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:50:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5148
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 11:55:00.000+0000,False,1.550166452521,2.097175108968,0.9833011375498,1.5278
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 12:10:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5858
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 12:15:00.000+0000,False,1.552632497981,2.097175108968,0.9833011375498,1.5808
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 12:20:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.497
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 12:30:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.749666666667
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 12:35:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5443
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 12:40:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5962
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 12:55:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.6992
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:00:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.5099
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:05:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.44225
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:20:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.5455
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:25:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.6192
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:30:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5448
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:40:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.499
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:45:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5541
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:50:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6395
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 13:55:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.542
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 14:05:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.414333333333
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 14:10:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6264
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 14:15:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6411
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 14:30:00.000+0000,False,1.552632497981,2.167896317835,0.9302602308996,1.645333333333
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 14:35:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5986
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 14:40:00.000+0000,False,1.552632497981,2.135314913222,0.9546962843593,1.672285714286
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 14:55:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5225
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:00:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.4613
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:05:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5246
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:15:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.415
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:20:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4397
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:25:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.5303
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:30:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5905
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:40:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.255
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:45:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5275
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 15:50:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.4677
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:05:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.605666666667
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:10:00.000+0000,False,1.552600135785,2.097175108968,0.9833011375498,1.5679
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:15:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.722571428571
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:30:00.000+0000,False,1.552632497981,2.181813214736,0.9198225582235,1.673666666667
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:35:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4438
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:40:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.7375
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:50:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.975
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 16:55:00.000+0000,False,1.552648019045,2.181813214736,0.9198225582235,1.6384
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:00:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.584
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:05:00.000+0000,False,1.552632497981,2.135314913222,0.9546962843593,1.657
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:15:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.93225
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:20:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.4679
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:25:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.719333333333
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:40:00.000+0000,False,1.552600135785,2.143594438786,0.9484866401865,1.5625
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:45:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.3985
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 17:50:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.529857142857
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:05:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.525888888889
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:10:00.000+0000,False,1.550166452521,2.097175108968,0.9833011375498,1.531
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:15:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.77525
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:25:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.29
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:30:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4108
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:35:00.000+0000,False,1.549702519465,2.097175108968,0.9833011375498,1.481
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:40:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.106
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:50:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.7555
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 18:55:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6599
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 19:00:00.000+0000,False,1.552632497981,2.135243908042,0.9547495382443,1.593777777778
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 19:15:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.491857142857
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 19:20:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5897
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 19:25:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.630333333333
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 19:40:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.519333333333
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 19:45:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5319
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 19:50:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.55225
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:00:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.771
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:05:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.5356
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:10:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6802
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:15:00.000+0000,False,1.552632497981,2.174952238125,0.9249682906818,1.733
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:25:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.588
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:30:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5157
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:35:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.416875
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:50:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.703142857143
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 20:55:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.7199
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:00:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.489333333333
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:15:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4527
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:20:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.572
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:25:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.443333333333
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:35:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.5315
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:40:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4542
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:45:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.539
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 21:50:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.886
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:00:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.3336
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:05:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4989
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:10:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.56875
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:25:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.583875
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:30:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5193
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:35:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.4398
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:50:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5374
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 22:55:00.000+0000,False,1.550166452521,2.097175108968,0.9833011375498,1.5314
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 23:00:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.49
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 23:10:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.744
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 23:15:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.5484
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 23:20:00.000+0000,False,1.549925177684,2.097175108968,0.9833011375498,1.5076
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 23:35:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.8274
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 23:40:00.000+0000,False,1.551269349943,2.143594438786,0.9484866401865,1.4934
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-18 23:45:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.63625
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:00:00.000+0000,False,1.552632497981,2.135243908042,0.9547495382443,1.606875
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:05:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6314
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:10:00.000+0000,False,1.552632497981,2.135243908042,0.9547495382443,1.6246
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:20:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.327
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:25:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.608
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:30:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.6195
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:35:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.318
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:45:00.000+0000,False,1.551269349943,2.097175108968,0.9833011375498,1.376
cfd95b7e-3bc7-4006-a4a8-a73a79c71255,e0eeded5-2005-364c-a146-9c4dc93e7ecc,2022-03-19 00:50:00.000+0000,False,1.551269349943,2.135243908042,0.9547495382443,1.6563
